DeltaTime_s,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Temp
0.000000,0.001,-0.222,-0.904,-1.099,4.611,-3.023,36.81
0.011713,0.013,-0.263,-0.882,-2.641,3.542,-3.786,37.05
0.018810,0.022,-0.312,-0.882,-4.718,1.267,-4.168,36.81
0.031271,0.024,-0.345,-0.896,-6.794,-1.618,-4.397,36.81
0.039103,0.037,-0.389,-0.894,-7.954,-2.000,-5.221,36.86
0.050888,0.050,-0.417,-0.910,-7.817,-1.740,-4.427,37.00
0.057760,0.042,-0.437,-0.906,-6.183,0.046,-2.641,36.95
0.070696,0.025,-0.466,-0.907,-5.634,1.542,-1.924,36.86
0.077883,-0.003,-0.511,-0.895,-5.710,2.962,-1.664,36.91
0.089643,-0.037,-0.553,-0.904,-7.008,3.786,-2.565,36.95
0.102113,-0.048,-0.578,-0.926,-9.618,2.733,-5.313,36.91
0.109403,-0.059,-0.606,-0.984,-11.664,3.084,-6.962,36.91
0.121435,-0.051,-0.636,-1.055,-10.260,3.832,-8.076,36.86
0.129306,-0.056,-0.647,-1.113,-3.099,6.321,-8.901,37.00
0.141285,-0.030,-0.664,-1.120,6.489,7.344,-8.168,36.81
0.148619,-0.001,-0.619,-1.093,15.664,12.611,-5.817,36.86
0.160463,-0.027,-0.604,-1.031,18.397,16.534,-5.573,37.00
0.168033,-0.020,-0.616,-1.023,19.573,15.924,-7.252,36.86
0.179656,-0.017,-0.643,-1.001,18.809,10.748,-9.878,36.86
0.192106,-0.010,-0.707,-1.006,17.603,2.641,-12.611,36.91
0.200036,0.045,-0.726,-1.010,18.427,-3.588,-14.168,36.95
0.211395,0.071,-0.748,-0.973,19.557,-5.298,-13.893,36.91
0.218527,0.108,-0.749,-0.933,20.137,-3.359,-13.389,36.91
0.230559,0.127,-0.745,-0.894,20.076,-0.092,-12.809,37.00
0.238088,0.122,-0.756,-0.816,17.908,6.107,-15.237,36.91
0.250162,0.174,-0.754,-0.736,15.954,16.229,-20.489,36.95
0.262305,0.265,-0.726,-0.665,15.023,27.740,-22.244,36.95
0.269483,0.347,-0.666,-0.561,12.489,41.206,-21.573,37.00
0.281886,0.397,-0.573,-0.561,11.481,54.092,-20.214,36.86
0.289006,0.461,-0.450,-0.574,10.687,42.794,-10.702,36.91
0.301288,0.462,-0.215,-0.548,6.321,6.244,4.870,37.00
0.310161,0.414,0.088,-0.578,-6.519,-29.267,20.870,36.95
0.320928,0.344,0.323,-0.627,-22.076,-70.916,33.344,37.00
0.328513,0.316,0.516,-0.595,-36.015,-103.450,44.366,36.86
0.340540,0.230,0.753,-0.549,-51.618,-87.496,51.008,36.95
0.352269,0.124,0.883,-0.547,-67.191,-31.634,47.053,37.00
0.360095,0.102,1.136,-0.713,-95.008,27.405,46.702,36.86
0.371886,-0.172,0.945,-0.997,-93.847,61.954,34.550,36.91
0.379445,-0.250,0.996,-1.316,-91.954,69.481,30.046,36.95
0.391273,-0.348,0.851,-1.547,-81.176,51.328,21.908,36.95
0.398875,-0.376,0.733,-1.669,-49.924,19.939,16.824,36.91
0.410841,-0.370,0.710,-1.582,-27.160,-10.885,4.580,36.95
0.418008,-0.264,0.608,-1.413,-11.221,-24.916,-12.351,36.91
0.430193,-0.083,0.459,-1.205,2.901,-19.145,-22.672,36.91
0.442045,0.052,0.366,-1.034,9.038,-6.427,-26.687,36.95
0.449811,0.157,0.239,-0.951,11.084,2.397,-25.771,36.91
0.461904,0.253,0.136,-0.877,12.855,3.863,-17.160,36.86
0.469236,0.284,0.073,-0.819,11.908,2.580,-4.305,36.86
0.481897,0.251,0.021,-0.792,10.840,2.412,6.870,36.91
0.489655,0.176,0.008,-0.781,9.878,2.198,14.183,36.95
0.501983,0.099,0.036,-0.770,7.160,2.000,16.534,36.91
