DeltaTime_s,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Temp
0.000000,-0.187,-0.018,-0.969,-16.290,29.786,-9.267,36.91
0.012262,-0.195,-0.029,-0.997,-12.580,19.496,-1.863,37.00
0.019655,-0.236,-0.032,-0.970,-8.519,5.435,5.542,36.95
0.031653,-0.313,-0.015,-0.965,-5.664,-10.305,9.267,36.91
0.039080,-0.391,0.008,-0.935,-3.191,-23.053,6.947,37.00
0.051549,-0.436,0.037,-0.901,-2.656,-29.939,-0.015,36.95
0.063365,-0.477,0.065,-0.898,-2.031,-33.954,-11.969,37.00
0.071248,-0.455,0.082,-0.894,-1.420,-32.198,-26.092,36.95
0.082642,-0.394,0.062,-0.915,-2.061,-30.031,-42.870,37.05
0.089695,-0.319,0.044,-0.912,-0.107,-28.122,-52.443,37.00
0.101690,-0.241,0.015,-0.909,-0.565,-28.931,-56.137,36.95
0.109475,-0.164,-0.023,-0.906,1.176,-31.679,-52.870,36.95
0.121355,-0.159,-0.037,-0.881,2.870,-32.244,-48.443,36.91
0.133039,-0.152,-0.024,-0.829,3.252,-29.924,-41.359,36.95
0.140838,-0.205,-0.027,-0.778,2.366,-24.229,-36.153,37.00
0.152074,-0.271,-0.012,-0.730,-1.069,-12.992,-37.573,37.00
0.159295,-0.315,-0.004,-0.720,-8.137,1.130,-46.137,36.95
0.171420,-0.326,-0.036,-0.777,-13.817,12.229,-58.076,37.00
0.177187,-0.280,-0.046,-0.842,-15.557,16.992,-70.656,37.05
0.190801,-0.177,-0.021,-0.855,-17.389,16.000,-78.824,37.00
0.202673,-0.078,-0.015,-0.908,-20.290,10.824,-79.206,37.00
0.209690,-0.011,-0.026,-0.966,-19.221,0.809,-73.023,37.05
0.221804,-0.010,-0.015,-1.004,-13.069,-13.191,-63.527,37.00
0.228623,-0.050,-0.040,-1.000,-7.573,-26.901,-57.908,37.00
0.241206,-0.092,-0.032,-0.957,-6.809,-34.076,-59.374,37.05
0.252552,-0.072,-0.032,-0.963,-7.695,-31.221,-63.786,37.00
0.260363,-0.042,-0.028,-0.972,-7.618,-23.603,-67.282,37.05
0.271991,-0.020,-0.029,-0.980,-7.069,-16.122,-69.740,36.86
0.279017,0.003,-0.011,-1.021,-4.305,-13.206,-69.405,37.09
0.291255,0.069,-0.223,-1.065,-2.382,-9.344,-80.534,36.95
0.303366,0.113,-0.083,-0.962,3.802,-26.305,-51.405,37.05
0.310834,-0.005,-0.046,-0.948,8.122,-25.038,-52.092,37.00
0.322605,-0.029,0.032,-0.803,2.947,-24.092,-50.824,37.05
0.329592,-0.069,-0.009,-0.809,-4.779,-8.656,-54.397,37.09
0.342112,-0.068,0.033,-0.834,-10.153,9.191,-62.595,37.00
0.348916,-0.070,0.011,-0.845,-16.947,24.901,-70.962,37.05
0.361385,-0.034,0.007,-0.936,-15.908,31.679,-79.603,37.00
0.373382,0.041,0.032,-0.986,-13.405,25.603,-82.336,36.95
0.380252,0.137,-0.063,-0.989,-15.160,16.076,-86.534,36.91
0.392580,0.194,0.038,-0.948,-18.626,0.885,-84.412,36.91
0.399858,0.258,0.080,-0.973,-27.405,-2.229,-87.359,37.05
0.412101,0.342,0.038,-1.029,-28.824,-1.328,-82.260,37.00
0.419892,0.397,0.011,-1.077,-24.519,4.061,-75.817,37.00
0.431420,0.442,-0.011,-1.115,-17.115,11.878,-66.351,36.95
0.439264,0.466,-0.009,-1.077,-9.710,19.969,-53.588,36.91
0.451166,0.427,0.006,-1.025,-5.725,31.008,-44.947,37.00
0.463064,0.412,0.038,-0.993,-5.130,40.214,-38.992,36.95
0.470668,0.383,0.054,-1.000,-5.817,43.008,-33.435,37.00
0.482590,0.344,0.062,-1.007,-6.977,41.435,-31.679,37.05
0.490237,0.356,0.065,-1.043,-7.740,36.137,-32.443,36.95
0.502324,0.382,0.067,-1.063,-7.969,28.641,-31.481,37.00
