DeltaTime_s,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Temp
0.000000,-0.068,-0.125,-1.448,51.344,17.771,-0.031,35.82
0.007413,-0.055,-0.135,-1.430,57.603,18.916,-3.893,35.78
0.019413,-0.016,-0.144,-1.419,62.580,19.542,-6.107,35.82
0.026595,0.014,-0.164,-1.399,67.069,18.153,-6.840,35.87
0.039304,0.055,-0.172,-1.352,73.313,18.901,-5.771,35.78
0.051172,0.078,-0.157,-1.277,76.580,20.702,-1.511,35.82
0.058499,0.053,-0.175,-1.226,79.099,25.511,0.641,35.78
0.070657,0.031,-0.169,-1.198,81.878,29.191,0.443,35.82
0.078147,0.018,-0.176,-1.156,83.038,30.718,-0.092,35.78
0.090556,0.005,-0.173,-1.146,84.748,28.840,-1.313,35.78
0.097862,0.004,-0.199,-1.123,84.962,25.237,-3.695,35.82
0.110014,0.013,-0.188,-1.099,86.809,21.603,-5.298,35.87
0.117310,0.021,-0.211,-1.080,88.473,20.229,-7.237,35.82
0.129272,0.049,-0.225,-1.039,91.115,18.870,-6.901,35.73
0.137432,0.076,-0.226,-0.990,91.252,17.160,-4.672,35.87
0.149127,0.066,-0.258,-0.925,91.038,18.947,-2.229,35.82
0.161212,0.044,-0.257,-0.907,91.817,24.168,1.282,35.78
0.168565,0.018,-0.249,-0.867,91.282,30.931,1.527,35.82
0.180932,-0.003,-0.249,-0.874,90.504,35.237,0.733,35.82
0.188124,-0.038,-0.248,-0.926,91.023,32.977,-2.168,35.78
0.200475,-0.025,-0.273,-0.939,93.191,26.687,-6.534,35.82
0.208256,0.003,-0.316,-0.878,94.519,18.611,-8.931,35.78
0.220047,0.028,-0.334,-0.836,94.061,13.618,-9.725,35.73
0.227940,0.049,-0.353,-0.807,93.008,11.893,-10.916,35.78
0.239755,0.077,-0.380,-0.768,91.756,9.466,-9.863,35.87
0.246466,0.089,-0.388,-0.739,90.916,11.496,-7.344,35.82
0.259226,0.097,-0.382,-0.687,88.412,14.840,-5.924,35.78
0.271172,0.109,-0.373,-0.655,84.718,24.397,-5.557,35.68
0.278830,0.102,-0.390,-0.666,81.969,33.634,-5.695,35.82
0.290689,0.093,-0.402,-0.727,80.992,40.382,-5.832,35.87
0.297882,0.107,-0.399,-0.787,82.183,42.183,-7.191,35.82
0.310407,0.113,-0.415,-0.824,83.298,35.374,-7.130,35.78
0.317964,0.112,-0.413,-0.865,85.573,22.824,-7.084,35.78
0.329975,0.114,-0.417,-0.828,88.351,3.832,-6.000,35.73
0.336950,0.124,-0.450,-0.755,90.031,-6.275,-3.328,35.87
0.349405,0.128,-0.426,-0.664,93.573,-0.901,-2.534,35.82
0.356470,0.119,-0.391,-0.574,91.206,10.809,-3.221,35.78
0.369222,0.111,-0.403,-0.559,88.626,24.397,-5.649,35.78
0.381339,0.123,-0.400,-0.583,88.626,34.397,-7.802,35.82
0.388346,0.129,-0.426,-0.612,91.130,37.084,-9.069,35.78
0.400799,0.161,-0.415,-0.570,93.221,36.916,-8.748,35.73
0.407931,0.168,-0.430,-0.586,94.687,35.191,-8.824,35.73
0.420568,0.169,-0.428,-0.556,97.374,19.511,-7.344,35.78
0.428075,0.161,-0.440,-0.506,102.015,7.450,-6.611,35.82
0.439515,0.153,-0.464,-0.448,99.832,-13.435,-6.779,35.78
0.446782,0.162,-0.486,-0.310,99.282,-21.710,-7.115,35.78
0.459508,0.179,-0.508,-0.239,93.756,-22.931,-7.069,35.73
0.471169,0.197,-0.540,-0.133,87.802,-14.504,-7.008,35.78
0.478321,0.189,-0.573,-0.084,80.870,-3.344,-6.840,35.73
0.490682,0.186,-0.568,-0.031,74.885,6.580,-6.580,35.78
0.498107,0.185,-0.592,0.004,66.443,11.618,-6.458,35.78
0.510637,0.158,-0.583,-0.051,58.916,10.977,-7.237,35.82
